Area Code,Area,Item Description,Year,Unit,Value,Flag Code,Flag Description,Value_Missing
104,Ireland,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,2.74,E,Estimated value,False
104,Ireland,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,2.83,E,Estimated value,False
104,Ireland,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,0.29,E,Estimated value,False
104,Ireland,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.3,E,Estimated value,False
104,Ireland,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,0.45,E,Estimated value,False
104,Ireland,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.47,E,Estimated value,False
104,Ireland,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,0.21,E,Estimated value,False
104,Ireland,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.22,E,Estimated value,False
104,Ireland,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,0.55,E,Estimated value,False
104,Ireland,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.57,E,Estimated value,False
104,Ireland,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,0.64,E,Estimated value,False
104,Ireland,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.67,E,Estimated value,False
104,Ireland,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,0.06,E,Estimated value,False
104,Ireland,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.06,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2017,%,2.3,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2017,%,2.3,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2018,%,1.4,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2018,%,1.4,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2019,%,1.6,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2019,%,1.6,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2020,%,1.3,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2020,%,1.2,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2021,%,1.1,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2021,%,1.1,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2022,%,1.0,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2022,%,1.0,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2023,%,1.0,E,Estimated value,False
104,Ireland,"Prevalence of unaffordability (PUA), percent",2024,%,1.0,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,E,Estimated value,True
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,,E,Estimated value,True
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,0.1,E,Estimated value,False
104,Ireland,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,0.1,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,10.69,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,10.78,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,11.01,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,11.01,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,11.12,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,11.6,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,12.14,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,12.81,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,2.51,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,2.58,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,2.6,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,2.61,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,2.75,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,3.13,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,3.23,E,Estimated value,False
105,Israel,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,3.41,E,Estimated value,False
105,Israel,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,1.67,E,Estimated value,False
105,Israel,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.41,E,Estimated value,False
105,Israel,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,2.87,E,Estimated value,False
105,Israel,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.71,E,Estimated value,False
105,Israel,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,1.09,E,Estimated value,False
105,Israel,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.27,E,Estimated value,False
105,Israel,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,2.29,E,Estimated value,False
105,Israel,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.56,E,Estimated value,False
105,Israel,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,2.86,E,Estimated value,False
105,Israel,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.71,E,Estimated value,False
105,Israel,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,0.34,E,Estimated value,False
105,Israel,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.08,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2017,%,19.2,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2017,%,19.2,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2018,%,18.2,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2018,%,18.2,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2019,%,19.5,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2019,%,19.5,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2020,%,19.0,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2020,%,19.0,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2021,%,18.2,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2021,%,18.0,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2022,%,16.5,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2022,%,16.5,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2023,%,16.0,E,Estimated value,False
105,Israel,"Prevalence of unaffordability (PUA), percent",2024,%,15.7,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,1.6,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,1.6,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,1.6,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,1.6,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,1.7,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,1.7,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,1.7,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,1.7,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,1.6,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,1.6,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,1.5,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,1.5,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,1.5,E,Estimated value,False
105,Israel,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,1.5,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,2.13,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,2.16,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,2.18,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,2.21,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,2.22,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,2.42,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,2.67,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,2.73,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,2.74,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,2.83,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,3.01,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,3.09,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,3.17,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,3.6,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,3.96,E,Estimated value,False
106,Italy,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,4.14,E,Estimated value,False
106,Italy,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,0.22,E,Estimated value,False
106,Italy,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.31,E,Estimated value,False
106,Italy,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,0.52,E,Estimated value,False
106,Italy,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.74,E,Estimated value,False
106,Italy,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,0.22,E,Estimated value,False
106,Italy,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.32,E,Estimated value,False
106,Italy,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,0.56,E,Estimated value,False
106,Italy,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.8,E,Estimated value,False
106,Italy,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,0.65,E,Estimated value,False
106,Italy,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.93,E,Estimated value,False
106,Italy,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,0.05,E,Estimated value,False
106,Italy,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.07,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2017,%,10.3,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2017,%,10.3,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2018,%,10.0,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2018,%,10.0,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2019,%,8.5,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2019,%,8.6,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2020,%,9.0,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2020,%,9.1,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2021,%,7.6,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2021,%,7.7,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2022,%,6.7,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2022,%,6.9,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2023,%,6.7,E,Estimated value,False
106,Italy,"Prevalence of unaffordability (PUA), percent",2024,%,6.7,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,6.2,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,6.2,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,6.0,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,6.0,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,5.1,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,5.2,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,5.4,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,5.5,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,4.6,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,4.6,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,4.0,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,4.1,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,4.0,E,Estimated value,False
106,Italy,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,4.0,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,348.1,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,362.33,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,385.12,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,417.94,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,444.65,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,501.42,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,552.23,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,584.09,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,4.88,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,4.78,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,4.83,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,4.9,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,4.9,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,5.41,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,5.83,E,Estimated value,False
109,Jamaica,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,6.02,E,Estimated value,False
109,Jamaica,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,40.55,E,Estimated value,False
109,Jamaica,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.45,E,Estimated value,False
109,Jamaica,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,72.71,E,Estimated value,False
109,Jamaica,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.8,E,Estimated value,False
109,Jamaica,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,48.76,E,Estimated value,False
109,Jamaica,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.54,E,Estimated value,False
109,Jamaica,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,152.82,E,Estimated value,False
109,Jamaica,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.69,E,Estimated value,False
109,Jamaica,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,112.22,E,Estimated value,False
109,Jamaica,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.24,E,Estimated value,False
109,Jamaica,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,17.59,E,Estimated value,False
109,Jamaica,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.19,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2017,%,19.0,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2017,%,19.2,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2018,%,16.9,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2018,%,17.1,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2019,%,18.0,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2019,%,18.2,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2020,%,23.5,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2020,%,23.6,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2021,%,22.9,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2021,%,23.1,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2022,%,21.8,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2022,%,22.1,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2023,%,22.1,E,Estimated value,False
109,Jamaica,"Prevalence of unaffordability (PUA), percent",2024,%,21.4,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.5,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,0.5,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.5,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,0.5,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.5,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,0.5,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.7,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,0.7,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.6,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,0.7,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,0.6,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,0.6,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2023,million No,0.6,E,Estimated value,False
109,Jamaica,"Number of people unable to afford a healthy diet (NUA), million",2024,million No,0.6,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2017,LCU/cap/d,635.19,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2018,LCU/cap/d,645.53,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2019,LCU/cap/d,646.77,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2020,LCU/cap/d,654.79,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2021,LCU/cap/d,654.5,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2022,LCU/cap/d,686.76,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2023,LCU/cap/d,742.11,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), LCU per person per day",2024,LCU/cap/d,774.44,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2017,Int$ (PPP) per person per day,5.48,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2018,Int$ (PPP) per person per day,5.65,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2019,Int$ (PPP) per person per day,5.57,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2020,Int$ (PPP) per person per day,5.8,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2021,Int$ (PPP) per person per day,5.98,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2022,Int$ (PPP) per person per day,6.66,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2023,Int$ (PPP) per person per day,7.29,E,Estimated value,False
110,Japan,"Cost of a healthy diet (CoHD), PPP dollar per person per day",2024,Int$ (PPP) per person per day,7.62,E,Estimated value,False
110,Japan,"Cost of starchy staples, LCU per person per day",2021,LCU/cap/d,160.72,E,Estimated value,False
110,Japan,"Cost of starchy staples, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.47,E,Estimated value,False
110,Japan,"Cost of animal source foods, LCU per person per day",2021,LCU/cap/d,111.24,E,Estimated value,False
110,Japan,"Cost of animal source foods, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.02,E,Estimated value,False
110,Japan,"Cost of legumes, nuts and seeds, LCU per person per day",2021,LCU/cap/d,58.06,E,Estimated value,False
110,Japan,"Cost of legumes, nuts and seeds, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.53,E,Estimated value,False
110,Japan,"Cost of vegetables, LCU per person per day",2021,LCU/cap/d,171.55,E,Estimated value,False
110,Japan,"Cost of vegetables, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.57,E,Estimated value,False
110,Japan,"Cost of fruits, LCU per person per day",2021,LCU/cap/d,142.28,E,Estimated value,False
110,Japan,"Cost of fruits, PPP dollar per person per day",2021,Int$ (PPP) per person per day,1.3,E,Estimated value,False
110,Japan,"Cost of oils and fats, LCU per person per day",2021,LCU/cap/d,10.65,E,Estimated value,False
110,Japan,"Cost of oils and fats, PPP dollar per person per day",2021,Int$ (PPP) per person per day,0.1,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2017,%,7.2,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2017,%,7.2,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2018,%,7.2,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2018,%,7.2,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2019,%,7.2,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2019,%,7.2,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2020,%,8.0,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2020,%,8.0,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2021,%,8.0,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2021,%,7.6,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2022,%,7.5,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2022,%,7.5,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2023,%,7.5,E,Estimated value,False
110,Japan,"Prevalence of unaffordability (PUA), percent",2024,%,7.2,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,9.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2017,million No,9.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,9.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2018,million No,9.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,9.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2019,million No,9.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,10.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2020,million No,10.1,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,10.0,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2021,million No,9.6,E,Estimated value,False
110,Japan,"Number of people unable to afford a healthy diet (NUA), million",2022,million No,9.3,E,Estimated value,False
